Image,Orientation,Confidence,Disesase
75x75_Viral Pneumonia-1115.png,correct,0.9944480657577515,Viral Pneumonia
75x75_Viral Pneumonia-1116.png,correct,0.9594408273696899,Viral Pneumonia
75x75_Viral Pneumonia-1117.png,correct,0.9959410429000854,Viral Pneumonia
75x75_Viral Pneumonia-1118.png,correct,0.4977271556854248,Viral Pneumonia
75x75_Viral Pneumonia-1119.png,rotated_180,0.9640222191810608,Viral Pneumonia
75x75_Viral Pneumonia-112.png,correct,0.9922171831130981,Viral Pneumonia
75x75_Viral Pneumonia-1120.png,correct,0.9991605281829834,Viral Pneumonia
75x75_Viral Pneumonia-1121.png,correct,0.8213409185409546,Viral Pneumonia
75x75_Viral Pneumonia-1122.png,correct,0.9994994401931763,Viral Pneumonia
75x75_Viral Pneumonia-1123.png,correct,0.9972819089889526,Viral Pneumonia
75x75_Viral Pneumonia-1124.png,correct,0.8092269897460938,Viral Pneumonia
75x75_Viral Pneumonia-1125.png,correct,0.995617151260376,Viral Pneumonia
75x75_Viral Pneumonia-1126.png,correct,0.9900082349777222,Viral Pneumonia
75x75_Viral Pneumonia-1127.png,rotated_180,0.9666018486022949,Viral Pneumonia
75x75_Viral Pneumonia-1128.png,correct,0.7295542359352112,Viral Pneumonia
75x75_Viral Pneumonia-1129.png,correct,0.9673346281051636,Viral Pneumonia
75x75_Viral Pneumonia-113.png,correct,0.9951776266098022,Viral Pneumonia
75x75_Viral Pneumonia-1130.png,correct,0.9733291268348694,Viral Pneumonia
75x75_Viral Pneumonia-1131.png,correct,0.9973134398460388,Viral Pneumonia
75x75_Viral Pneumonia-1132.png,correct,0.9989483952522278,Viral Pneumonia
75x75_Viral Pneumonia-1133.png,correct,0.8919617533683777,Viral Pneumonia
75x75_Viral Pneumonia-1134.png,correct,0.997890293598175,Viral Pneumonia
75x75_Viral Pneumonia-1135.png,correct,0.9113398194313049,Viral Pneumonia
75x75_Viral Pneumonia-1136.png,correct,0.7366622686386108,Viral Pneumonia
75x75_Viral Pneumonia-1137.png,correct,0.9732738137245178,Viral Pneumonia
75x75_Viral Pneumonia-1138.png,correct,0.9975774884223938,Viral Pneumonia
75x75_Viral Pneumonia-1139.png,correct,0.9874117374420166,Viral Pneumonia
75x75_Viral Pneumonia-114.png,correct,0.9422653913497925,Viral Pneumonia
75x75_Viral Pneumonia-1140.png,correct,0.9985224604606628,Viral Pneumonia
75x75_Viral Pneumonia-1141.png,correct,0.995305061340332,Viral Pneumonia
75x75_Viral Pneumonia-1142.png,correct,0.9994658827781677,Viral Pneumonia
75x75_Viral Pneumonia-1143.png,correct,0.9982824325561523,Viral Pneumonia
75x75_Viral Pneumonia-1144.png,correct,0.983421266078949,Viral Pneumonia
75x75_Viral Pneumonia-1145.png,correct,0.9636577367782593,Viral Pneumonia
75x75_Viral Pneumonia-1146.png,correct,0.9597287774085999,Viral Pneumonia
75x75_Viral Pneumonia-1147.png,correct,0.9983997941017151,Viral Pneumonia
75x75_Viral Pneumonia-1148.png,correct,0.9745216369628906,Viral Pneumonia
75x75_Viral Pneumonia-1149.png,correct,0.92216557264328,Viral Pneumonia
75x75_Viral Pneumonia-115.png,correct,0.9871736764907837,Viral Pneumonia
75x75_Viral Pneumonia-1150.png,correct,0.9951573014259338,Viral Pneumonia
75x75_Viral Pneumonia-1151.png,correct,0.8859403133392334,Viral Pneumonia
75x75_Viral Pneumonia-1152.png,correct,0.9720854163169861,Viral Pneumonia
75x75_Viral Pneumonia-1153.png,correct,0.9928135275840759,Viral Pneumonia
75x75_Viral Pneumonia-1154.png,rotated_180,0.5235754251480103,Viral Pneumonia
75x75_Viral Pneumonia-1155.png,rotated_180,0.7835702896118164,Viral Pneumonia
75x75_Viral Pneumonia-1156.png,rotated_180,0.7685801982879639,Viral Pneumonia
75x75_Viral Pneumonia-1157.png,correct,0.7300406098365784,Viral Pneumonia
75x75_Viral Pneumonia-1158.png,correct,0.8503890037536621,Viral Pneumonia
75x75_Viral Pneumonia-1159.png,correct,0.9877743124961853,Viral Pneumonia
75x75_Viral Pneumonia-116.png,rotated_180,0.8720883131027222,Viral Pneumonia
75x75_Viral Pneumonia-1160.png,correct,0.8752379417419434,Viral Pneumonia
75x75_Viral Pneumonia-1161.png,correct,0.8114301562309265,Viral Pneumonia
75x75_Viral Pneumonia-1162.png,correct,0.9939835667610168,Viral Pneumonia
75x75_Viral Pneumonia-1163.png,correct,0.9472928643226624,Viral Pneumonia
75x75_Viral Pneumonia-1164.png,rotated_180,0.9730269908905029,Viral Pneumonia
75x75_Viral Pneumonia-1165.png,correct,0.8484625220298767,Viral Pneumonia
75x75_Viral Pneumonia-1166.png,rotated_180,0.9685418605804443,Viral Pneumonia
75x75_Viral Pneumonia-1167.png,correct,0.9663558006286621,Viral Pneumonia
75x75_Viral Pneumonia-1168.png,correct,0.9697251319885254,Viral Pneumonia
75x75_Viral Pneumonia-1169.png,correct,0.9873981475830078,Viral Pneumonia
75x75_Viral Pneumonia-117.png,correct,0.9980043768882751,Viral Pneumonia
75x75_Viral Pneumonia-1170.png,correct,0.6997725963592529,Viral Pneumonia
75x75_Viral Pneumonia-1171.png,correct,0.7772943377494812,Viral Pneumonia
75x75_Viral Pneumonia-1172.png,correct,0.9391953349113464,Viral Pneumonia
75x75_Viral Pneumonia-1173.png,correct,0.9708507657051086,Viral Pneumonia
75x75_Viral Pneumonia-1174.png,rotated_180,0.8934241533279419,Viral Pneumonia
75x75_Viral Pneumonia-1175.png,correct,0.6618235111236572,Viral Pneumonia
75x75_Viral Pneumonia-1176.png,correct,0.9983645081520081,Viral Pneumonia
75x75_Viral Pneumonia-1177.png,correct,0.8247299790382385,Viral Pneumonia
75x75_Viral Pneumonia-1178.png,correct,0.869414746761322,Viral Pneumonia
75x75_Viral Pneumonia-1179.png,correct,0.9805477857589722,Viral Pneumonia
75x75_Viral Pneumonia-1180.png,rotated_180,0.5973841547966003,Viral Pneumonia
75x75_Viral Pneumonia-1181.png,correct,0.9986522793769836,Viral Pneumonia
75x75_Viral Pneumonia-1182.png,correct,0.9934763312339783,Viral Pneumonia
75x75_Viral Pneumonia-1183.png,correct,0.9979236125946045,Viral Pneumonia
75x75_Viral Pneumonia-1184.png,rotated_180,0.6829079985618591,Viral Pneumonia
75x75_Viral Pneumonia-1185.png,correct,0.9963506460189819,Viral Pneumonia
75x75_Viral Pneumonia-1186.png,correct,0.8404276371002197,Viral Pneumonia
75x75_Viral Pneumonia-1187.png,correct,0.9402644634246826,Viral Pneumonia
75x75_Viral Pneumonia-1188.png,correct,0.9771690368652344,Viral Pneumonia
75x75_Viral Pneumonia-1189.png,rotated_180,0.9307980537414551,Viral Pneumonia
75x75_Viral Pneumonia-119.png,correct,0.889854371547699,Viral Pneumonia
75x75_Viral Pneumonia-1190.png,rotated_180,0.7846107482910156,Viral Pneumonia
75x75_Viral Pneumonia-1191.png,correct,0.9707680940628052,Viral Pneumonia
75x75_Viral Pneumonia-1192.png,correct,0.7581055164337158,Viral Pneumonia
75x75_Viral Pneumonia-1193.png,correct,0.9871993660926819,Viral Pneumonia
75x75_Viral Pneumonia-1194.png,correct,0.9978988170623779,Viral Pneumonia
75x75_Viral Pneumonia-1195.png,correct,0.9510124921798706,Viral Pneumonia
75x75_Viral Pneumonia-1196.png,correct,0.9841742515563965,Viral Pneumonia
75x75_Viral Pneumonia-1197.png,correct,0.6092244982719421,Viral Pneumonia
75x75_Viral Pneumonia-1198.png,correct,0.5537563562393188,Viral Pneumonia
75x75_Viral Pneumonia-1199.png,correct,0.7378688454627991,Viral Pneumonia
75x75_Viral Pneumonia-12.png,rotated_minus_90,0.7627108097076416,Viral Pneumonia
75x75_Viral Pneumonia-120.png,correct,0.9613034725189209,Viral Pneumonia
75x75_Viral Pneumonia-1200.png,correct,0.9968795776367188,Viral Pneumonia
75x75_Viral Pneumonia-1201.png,correct,0.9777513742446899,Viral Pneumonia
75x75_Viral Pneumonia-1202.png,correct,0.9584313631057739,Viral Pneumonia
75x75_Viral Pneumonia-1203.png,correct,0.8807162046432495,Viral Pneumonia
75x75_Viral Pneumonia-1204.png,correct,0.9843020439147949,Viral Pneumonia
75x75_Viral Pneumonia-1205.png,correct,0.9987360835075378,Viral Pneumonia
75x75_Viral Pneumonia-1206.png,correct,0.9522532224655151,Viral Pneumonia
75x75_Viral Pneumonia-1207.png,correct,0.9593902230262756,Viral Pneumonia
75x75_Viral Pneumonia-1208.png,rotated_180,0.7529463171958923,Viral Pneumonia
75x75_Viral Pneumonia-1209.png,correct,0.9390140771865845,Viral Pneumonia
75x75_Viral Pneumonia-121.png,correct,0.9943779110908508,Viral Pneumonia
75x75_Viral Pneumonia-1210.png,correct,0.5377270579338074,Viral Pneumonia
75x75_Viral Pneumonia-1211.png,correct,0.8875372409820557,Viral Pneumonia
75x75_Viral Pneumonia-1212.png,correct,0.9979586601257324,Viral Pneumonia
75x75_Viral Pneumonia-1213.png,correct,0.7780216932296753,Viral Pneumonia
75x75_Viral Pneumonia-1214.png,correct,0.9362770318984985,Viral Pneumonia
75x75_Viral Pneumonia-1215.png,correct,0.978958785533905,Viral Pneumonia
75x75_Viral Pneumonia-1216.png,correct,0.9375036358833313,Viral Pneumonia
75x75_Viral Pneumonia-1217.png,correct,0.9965597987174988,Viral Pneumonia
75x75_Viral Pneumonia-1218.png,correct,0.9974138736724854,Viral Pneumonia
75x75_Viral Pneumonia-1219.png,correct,0.9943218231201172,Viral Pneumonia
75x75_Viral Pneumonia-122.png,correct,0.9050837755203247,Viral Pneumonia
75x75_Viral Pneumonia-1220.png,correct,0.9952561259269714,Viral Pneumonia
75x75_Viral Pneumonia-1221.png,correct,0.9423936605453491,Viral Pneumonia
75x75_Viral Pneumonia-1222.png,correct,0.9979884624481201,Viral Pneumonia
75x75_Viral Pneumonia-1223.png,correct,0.9972471594810486,Viral Pneumonia
75x75_Viral Pneumonia-1224.png,correct,0.7422147989273071,Viral Pneumonia
75x75_Viral Pneumonia-1225.png,correct,0.9370813369750977,Viral Pneumonia
75x75_Viral Pneumonia-1226.png,correct,0.9953930377960205,Viral Pneumonia
75x75_Viral Pneumonia-1227.png,correct,0.9986019730567932,Viral Pneumonia
75x75_Viral Pneumonia-1228.png,correct,0.998623251914978,Viral Pneumonia
75x75_Viral Pneumonia-1229.png,correct,0.9988707900047302,Viral Pneumonia
75x75_Viral Pneumonia-123.png,correct,0.9305216670036316,Viral Pneumonia
75x75_Viral Pneumonia-1230.png,correct,0.997441291809082,Viral Pneumonia
75x75_Viral Pneumonia-1231.png,correct,0.961187481880188,Viral Pneumonia
75x75_Viral Pneumonia-1232.png,correct,0.9950954914093018,Viral Pneumonia
75x75_Viral Pneumonia-1233.png,correct,0.9979327917098999,Viral Pneumonia
75x75_Viral Pneumonia-1234.png,correct,0.9979320764541626,Viral Pneumonia
75x75_Viral Pneumonia-1235.png,correct,0.9982886910438538,Viral Pneumonia
75x75_Viral Pneumonia-1236.png,correct,0.9954820871353149,Viral Pneumonia
75x75_Viral Pneumonia-1237.png,correct,0.9619694948196411,Viral Pneumonia
75x75_Viral Pneumonia-1238.png,correct,0.9805691242218018,Viral Pneumonia
75x75_Viral Pneumonia-1239.png,correct,0.9791463017463684,Viral Pneumonia
75x75_Viral Pneumonia-124.png,correct,0.73675137758255,Viral Pneumonia
75x75_Viral Pneumonia-1240.png,correct,0.999467670917511,Viral Pneumonia
75x75_Viral Pneumonia-1241.png,correct,0.9995254278182983,Viral Pneumonia
75x75_Viral Pneumonia-1242.png,correct,0.9963713884353638,Viral Pneumonia
75x75_Viral Pneumonia-1243.png,correct,0.9873675107955933,Viral Pneumonia
75x75_Viral Pneumonia-1244.png,correct,0.9939975738525391,Viral Pneumonia
75x75_Viral Pneumonia-1245.png,correct,0.986893892288208,Viral Pneumonia
75x75_Viral Pneumonia-1246.png,correct,0.9555604457855225,Viral Pneumonia
75x75_Viral Pneumonia-1247.png,correct,0.9860592484474182,Viral Pneumonia
75x75_Viral Pneumonia-1248.png,correct,0.9981451034545898,Viral Pneumonia
75x75_Viral Pneumonia-1249.png,correct,0.998330295085907,Viral Pneumonia
75x75_Viral Pneumonia-125.png,correct,0.9770961403846741,Viral Pneumonia
75x75_Viral Pneumonia-1250.png,correct,0.9985609650611877,Viral Pneumonia
75x75_Viral Pneumonia-1251.png,correct,0.9853991270065308,Viral Pneumonia
75x75_Viral Pneumonia-1252.png,correct,0.9672012329101562,Viral Pneumonia
75x75_Viral Pneumonia-1253.png,correct,0.9990216493606567,Viral Pneumonia
75x75_Viral Pneumonia-1254.png,correct,0.9831122756004333,Viral Pneumonia
75x75_Viral Pneumonia-1255.png,correct,0.9840015172958374,Viral Pneumonia
75x75_Viral Pneumonia-1256.png,correct,0.9915811419487,Viral Pneumonia
75x75_Viral Pneumonia-1257.png,rotated_180,0.6085763573646545,Viral Pneumonia
75x75_Viral Pneumonia-1258.png,correct,0.9997660517692566,Viral Pneumonia
75x75_Viral Pneumonia-1259.png,correct,0.735744833946228,Viral Pneumonia
75x75_Viral Pneumonia-126.png,correct,0.9967143535614014,Viral Pneumonia
75x75_Viral Pneumonia-1260.png,correct,0.9249569177627563,Viral Pneumonia
75x75_Viral Pneumonia-1261.png,correct,0.9975002408027649,Viral Pneumonia
75x75_Viral Pneumonia-1262.png,correct,0.9726608991622925,Viral Pneumonia
75x75_Viral Pneumonia-1263.png,correct,0.9985289573669434,Viral Pneumonia
75x75_Viral Pneumonia-1264.png,correct,0.9400477409362793,Viral Pneumonia
75x75_Viral Pneumonia-1265.png,correct,0.998416543006897,Viral Pneumonia
75x75_Viral Pneumonia-1266.png,correct,0.9810709357261658,Viral Pneumonia
75x75_Viral Pneumonia-1267.png,correct,0.9967135190963745,Viral Pneumonia
75x75_Viral Pneumonia-1268.png,correct,0.9932785630226135,Viral Pneumonia
75x75_Viral Pneumonia-1269.png,correct,0.9671630859375,Viral Pneumonia
75x75_Viral Pneumonia-127.png,correct,0.9933545589447021,Viral Pneumonia
75x75_Viral Pneumonia-1270.png,correct,0.9938779473304749,Viral Pneumonia
75x75_Viral Pneumonia-1271.png,correct,0.9823035597801208,Viral Pneumonia
75x75_Viral Pneumonia-1272.png,correct,0.8536460995674133,Viral Pneumonia
75x75_Viral Pneumonia-1273.png,correct,0.6426169276237488,Viral Pneumonia
75x75_Viral Pneumonia-1274.png,rotated_180,0.9639025926589966,Viral Pneumonia
75x75_Viral Pneumonia-1275.png,correct,0.9943080544471741,Viral Pneumonia
75x75_Viral Pneumonia-1276.png,correct,0.9986777901649475,Viral Pneumonia
75x75_Viral Pneumonia-1277.png,correct,0.987038791179657,Viral Pneumonia
75x75_Viral Pneumonia-1278.png,correct,0.9809566736221313,Viral Pneumonia
75x75_Viral Pneumonia-1279.png,correct,0.8955025672912598,Viral Pneumonia
75x75_Viral Pneumonia-128.png,correct,0.877058744430542,Viral Pneumonia
75x75_Viral Pneumonia-1280.png,correct,0.8585973978042603,Viral Pneumonia
75x75_Viral Pneumonia-1281.png,rotated_180,0.9944177865982056,Viral Pneumonia
75x75_Viral Pneumonia-1282.png,rotated_180,0.9612828493118286,Viral Pneumonia
75x75_Viral Pneumonia-1283.png,correct,0.9973053932189941,Viral Pneumonia
75x75_Viral Pneumonia-1284.png,correct,0.9860149621963501,Viral Pneumonia
75x75_Viral Pneumonia-1285.png,correct,0.9956513047218323,Viral Pneumonia
75x75_Viral Pneumonia-1286.png,correct,0.971925675868988,Viral Pneumonia
75x75_Viral Pneumonia-1287.png,correct,0.9831103086471558,Viral Pneumonia
75x75_Viral Pneumonia-1288.png,correct,0.9198722839355469,Viral Pneumonia
75x75_Viral Pneumonia-1289.png,correct,0.6683948040008545,Viral Pneumonia
75x75_Viral Pneumonia-129.png,correct,0.9542287588119507,Viral Pneumonia
75x75_Viral Pneumonia-1290.png,correct,0.9877257943153381,Viral Pneumonia
75x75_Viral Pneumonia-1291.png,rotated_180,0.9505540132522583,Viral Pneumonia
75x75_Viral Pneumonia-1292.png,rotated_180,0.5827245712280273,Viral Pneumonia
75x75_Viral Pneumonia-1293.png,correct,0.9489979147911072,Viral Pneumonia
75x75_Viral Pneumonia-1294.png,rotated_180,0.9620532393455505,Viral Pneumonia
75x75_Viral Pneumonia-1295.png,correct,0.7719162106513977,Viral Pneumonia
75x75_Viral Pneumonia-1296.png,correct,0.5199533700942993,Viral Pneumonia
75x75_Viral Pneumonia-1297.png,rotated_180,0.8292890787124634,Viral Pneumonia
75x75_Viral Pneumonia-1298.png,correct,0.8205330967903137,Viral Pneumonia
75x75_Viral Pneumonia-1299.png,correct,0.8911396861076355,Viral Pneumonia
75x75_Viral Pneumonia-13.png,correct,0.9982444047927856,Viral Pneumonia
75x75_Viral Pneumonia-130.png,correct,0.9307412505149841,Viral Pneumonia
75x75_Viral Pneumonia-1300.png,correct,0.8918360471725464,Viral Pneumonia
75x75_Viral Pneumonia-1301.png,correct,0.9802682399749756,Viral Pneumonia
75x75_Viral Pneumonia-1302.png,rotated_180,0.8318464756011963,Viral Pneumonia
75x75_Viral Pneumonia-1303.png,correct,0.9725455641746521,Viral Pneumonia
